graph_id,src_id,dst_id,label,train_mask,val_mask,test_mask
0,4,62,0,True,False,False
0,62,4,0,True,False,False
0,7,12,0,True,False,False
0,12,7,0,True,False,False
0,37,14,0,True,False,False
0,14,37,0,True,False,False
0,32,52,0,True,False,False
0,52,32,0,True,False,False
0,37,52,0,True,False,False
0,52,37,0,True,False,False
0,72,51,0,True,False,False
0,51,72,0,True,False,False
0,70,37,0,True,False,False
0,37,70,0,True,False,False
0,70,60,0,True,False,False
0,60,70,0,True,False,False
0,7,37,0,True,False,False
0,37,7,0,True,False,False
0,7,9,0,True,False,False
0,9,7,0,True,False,False
0,18,24,0,True,False,False
0,24,18,0,True,False,False
0,37,26,0,True,False,False
0,26,37,0,True,False,False
0,37,27,0,True,False,False
0,27,37,0,True,False,False
0,37,61,0,True,False,False
0,61,37,0,True,False,False
0,37,74,0,True,False,False
0,74,37,0,True,False,False
0,37,15,0,True,False,False
0,15,37,0,True,False,False
0,37,62,0,True,False,False
0,62,37,0,True,False,False
0,37,28,0,True,False,False
0,28,37,0,True,False,False
0,37,69,0,True,False,False
0,69,37,0,True,False,False
0,37,66,0,True,False,False
0,66,37,0,True,False,False
0,65,25,0,True,False,False
0,25,65,0,True,False,False
0,46,41,0,True,False,False
0,41,46,0,True,False,False
0,55,48,0,True,False,False
0,48,55,0,True,False,False
0,62,71,0,True,False,False
0,71,62,0,True,False,False
0,58,62,0,True,False,False
0,62,58,0,True,False,False
0,27,30,0,True,False,False
0,30,27,0,True,False,False
0,30,51,0,True,False,False
0,51,30,0,True,False,False
0,69,45,0,True,False,False
0,45,69,0,True,False,False
0,29,69,0,True,False,False
0,69,29,0,True,False,False
0,69,53,0,True,False,False
0,53,69,0,True,False,False
0,33,48,0,True,False,False
0,48,33,0,True,False,False
0,74,16,0,True,False,False
0,16,74,0,True,False,False
0,13,75,0,True,False,False
0,75,13,0,True,False,False
0,36,66,0,True,False,False
0,66,36,0,True,False,False
0,58,24,0,True,False,False
0,24,58,0,True,False,False
0,51,0,0,True,False,False
0,0,51,0,True,False,False
0,2,51,0,True,False,False
0,51,2,0,True,False,False
0,8,26,0,True,False,False
0,26,8,0,True,False,False
0,26,64,0,True,False,False
0,64,26,0,True,False,False
0,26,5,0,True,False,False
0,5,26,0,True,False,False
0,53,75,0,True,False,False
0,75,53,0,True,False,False
0,8,39,0,True,False,False
0,39,8,0,True,False,False
0,11,48,0,True,False,False
0,48,11,0,True,False,False
0,66,11,0,True,False,False
0,11,66,0,True,False,False
0,46,19,0,True,False,False
0,19,46,0,True,False,False
0,73,75,0,True,False,False
0,75,73,0,True,False,False
0,75,63,0,True,False,False
0,63,75,0,True,False,False
0,28,40,0,True,False,False
0,40,28,0,True,False,False
0,20,28,0,True,False,False
0,28,20,0,True,False,False
0,28,44,0,True,False,False
0,44,28,0,True,False,False
0,67,47,0,True,False,False
0,47,67,0,True,False,False
0,42,38,0,True,False,False
0,38,42,0,True,False,False
0,22,42,0,True,False,False
0,42,22,0,True,False,False
0,35,42,0,True,False,False
0,42,35,0,True,False,False
0,6,42,0,True,False,False
0,42,6,0,True,False,False
0,59,39,0,True,False,False
0,39,59,0,True,False,False
0,3,39,0,True,False,False
0,39,3,0,True,False,False
0,39,56,0,True,False,False
0,56,39,0,True,False,False
0,49,61,0,True,False,False
0,61,49,0,True,False,False
0,49,47,0,True,False,False
0,47,49,0,True,False,False
0,66,54,0,False,True,False
0,54,66,0,False,True,False
0,21,47,0,False,True,False
0,47,21,0,False,True,False
0,1,24,0,False,True,False
0,24,1,0,False,True,False
0,17,24,0,False,True,False
0,24,17,0,False,True,False
0,48,50,0,False,True,False
0,50,48,0,False,True,False
0,27,57,0,False,True,False
0,57,27,0,False,True,False
0,61,76,0,False,True,False
0,76,61,0,False,True,False
0,61,68,0,False,False,True
0,68,61,0,False,False,True
0,47,34,0,False,False,True
0,34,47,0,False,False,True
0,35,74,0,False,False,True
0,74,35,0,False,False,True
0,74,43,0,False,False,True
0,43,74,0,False,False,True
0,31,65,0,False,False,True
0,65,31,0,False,False,True
0,40,65,0,False,False,True
0,65,40,0,False,False,True
0,23,65,0,False,False,True
0,65,23,0,False,False,True
0,10,27,0,False,False,True
0,27,10,0,False,False,True
