graph_id,node_id,label,train_mask,val_mask,test_mask,feat_zoning_type_0,feat_zoning_type_1,feat_zoning_type_2,feat_zoning_type_3,feat_connectivity_0,feat_connectivity_1,feat_connectivity_2,X,Y,Z
0,0,0,True,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.7375,24.873775,4.5
0,1,5,True,False,False,0.0,0.0,1.0,0.0,0.333333,0.666667,0.0,4.575,11.847872,3.0
0,2,5,True,False,False,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.3875,28.087675,3.0
0,3,4,True,False,False,0.0,1.0,0.0,0.0,0.25,0.5,0.25,63.125,28.087675,1.5
0,4,1,True,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79.524997,29.087616,1.5
0,5,0,True,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,46.3125,24.873775,4.5
0,6,7,True,False,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,36.112501,30.351574,4.5
0,7,0,True,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.1125,24.873775,4.5
0,8,1,True,False,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.1,5.1,4.5
0,9,0,True,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.512499,24.484876,4.5
0,10,5,True,False,False,0.0,0.0,1.0,0.0,1.0,0.0,0.0,50.5875,28.087675,3.0
0,11,4,True,False,False,0.0,1.0,0.0,0.0,0.25,0.75,0.0,53.075001,28.087675,4.5
0,12,4,True,False,False,0.0,1.0,0.0,0.0,0.333333,0.0,0.666667,40.837501,24.484877,1.5
0,13,1,True,False,False,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.1375,29.087675,1.5
0,14,4,True,False,False,0.0,1.0,0.0,0.0,0.25,0.75,0.0,21.975,28.087675,4.5
0,15,7,True,False,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,66.1375,30.351574,4.5
0,16,5,True,False,False,0.0,0.0,1.0,0.0,1.0,0.0,0.0,51.662501,28.087675,3.0
0,17,0,True,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,36.112502,24.484876,4.5
0,18,0,True,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,38.9375,24.484876,4.5
